chr	start	end	Annotation
chr3	114299808	114305830	intron.(NR_121662,.intron.3.of.6)
chr3	114402117	114407320	intron.(NR_121662,.intron.3.of.6)
chr3	114421168	114430197	intron.(NM_015642,.intron.4.of.9)
chr3	114463893	114468536	intron.(NM_001164343,.intron.4.of.11)
chr3	114472625	114477525	intron.(NM_001164343,.intron.4.of.11)
chr3	114578982	114584435	intron.(NR_121662,.intron.2.of.6)
chr3	114670295	114671041	intron.(NM_001164343,.intron.2.of.11)
chr3	114671297	114671585	intron.(NM_001164343,.intron.2.of.11)
chr3	114682290	114682453	intron.(NM_001164343,.intron.2.of.11)
chr3	114800617	114802413	intron.(NM_015642,.intron.1.of.9)
chr3	114809576	114821465	intron.(NM_015642,.intron.1.of.9)
chr3	114842512	114842964	intron.(NM_015642,.intron.1.of.9)
chr3	114913979	114914269	Intergenic
chr3	114997411	115002637	Intergenic
chr3	115006408	115006670	Intergenic
chr3	115374580	115374861	intron.(NM_002045,.intron.1.of.2)
chr3	115375987	115379368	intron.(NM_002045,.intron.1.of.2)
chr3	115412440	115413314	intron.(NM_001130064,.intron.3.of.3)
chr3	115575119	115576135	intron.(NM_002338,.intron.3.of.6)
chr3	115616208	115616587	intron.(NM_002338,.intron.3.of.6)
chr3	115616657	115617034	intron.(NM_002338,.intron.3.of.6)
chr3	115617584	115617864	intron.(NM_002338,.intron.3.of.6)
chr3	115705829	115706122	intron.(NM_002338,.intron.3.of.6)
chr3	115738652	115740936	intron.(NM_002338,.intron.2.of.6)
chr3	115767473	115772227	intron.(NM_002338,.intron.2.of.6)
chr3	115774600	115776798	intron.(NM_002338,.intron.2.of.6)
chr3	116527164	116529370	Intergenic
chr3	116605046	116605333	Intergenic
chr3	117276101	117276644	Intergenic
chr3	117293960	117295096	Intergenic
chr3	117296630	117299182	Intergenic
chr3	117317698	117320596	Intergenic
chr3	117320762	117323497	Intergenic
chr3	117330101	117330384	Intergenic
chr3	117338320	117340919	Intergenic
chr3	117344930	117353747	Intergenic
chr3	117363440	117364338	Intergenic
chr3	117385106	117385306	Intergenic
chr3	117385334	117385706	Intergenic
chr3	117418675	117419831	Intergenic
chr3	117438839	117439295	Intergenic
chr3	117504693	117505274	Intergenic
chr3	117556915	117557135	Intergenic
chr3	117565076	117565710	Intergenic
chr3	117603436	117604602	Intergenic
chr3	117704958	117705326	Intergenic
chr3	117899987	117900498	Intergenic
chr3	118098242	118101243	Intergenic
chr3	118219637	118221512	Intergenic
chr3	118243187	118243407	Intergenic
chr3	118245522	118248327	Intergenic
chr3	118248336	118248820	Intergenic
chr3	118326153	118328132	Intergenic
chr3	118328773	118330070	Intergenic
chr3	118336819	118338383	Intergenic
chr3	118524217	118525618	Intergenic
chr3	118527509	118530541	Intergenic
chr3	118650992	118652324	intron.(NM_152538,.intron.3.of.8)
chr3	118660801	118663631	intron.(NR_046230,.intron.1.of.3)
chr3	118666862	118669318	intron.(NM_152538,.intron.3.of.8)
chr3	118695661	118697148	intron.(NM_152538,.intron.3.of.8)
chr3	118750430	118755109	intron.(NM_152538,.intron.3.of.8)
chr3	119010867	119017518	intron.(NM_020754,.intron.1.of.11)
chr3	119040275	119043930	promoter-TSS.(NR_046748)
chr3	119113675	119117253	intron.(NM_020754,.intron.8.of.11)
chr3	119270661	119271875	intron.(NM_005191,.intron.2.of.6)
chr3	119276418	119277135	intron.(NM_005191,.intron.1.of.6)
chr3	119277530	119279863	promoter-TSS.(NM_005191)
chr3	119280049	119282088	Intergenic
chr3	119346555	119346823	intron.(NR_120610,.intron.9.of.10)
chr3	119347014	119347155	intron.(NR_120610,.intron.9.of.10)
chr3	119355584	119359640	Intergenic
chr3	119361730	119362261	intron.(NM_022135,.intron.3.of.3)
chr3	119384165	119384314	Intergenic
chr3	119418788	119420234	Intergenic
chr3	120073971	120074429	Intergenic
chr3	120225608	120226204	Intergenic
chr3	120276092	120279650	Intergenic
chr3	120437261	120439209	intron.(NM_173825,.intron.2.of.7)
chr3	120557288	120558756	Intergenic
chr3	121270115	121272233	Intergenic
chr3	121371614	121374497	intron.(NM_001292041,.intron.3.of.12)
chr3	121579765	121580017	intron.(NM_018456,.intron.4.of.5)
chr3	121580108	121580488	intron.(NM_018456,.intron.4.of.5)
chr3	121588607	121590008	intron.(NM_018456,.intron.4.of.5)
chr3	121610659	121610877	Intergenic
chr3	121611442	121611694	Intergenic
chr3	121614588	121614923	intron.(NM_021082,.intron.1.of.21)
chr3	121629710	121630793	intron.(NM_001145998,.intron.3.of.20)
chr3	121631212	121633700	intron.(NM_021082,.intron.5.of.21)
chr3	121663098	121664108	TTS.(NM_001145998)
chr3	121676614	121676831	Intergenic
chr3	121696930	121701647	Intergenic
chr3	121747888	121750908	Intergenic
chr3	121753296	121756348	Intergenic
chr3	121757081	121758760	Intergenic
chr3	122124780	122125951	intron.(NM_014367,.intron.3.of.4)
chr3	122185954	122189229	intron.(NR_026698,.intron.2.of.14)
chr3	122215326	122217380	intron.(NR_026698,.intron.1.of.14)
chr3	122291019	122298057	TTS.(NM_138287)
chr3	122308749	122308963	intron.(NM_001308320,.intron.1.of.8)
chr3	122414235	122414691	exon.(NM_017554,.exon.5.of.17)
chr3	122484394	122484739	intron.(NM_024610,.intron.3.of.7)
chr3	122829902	122831479	intron.(NR_028444,.intron.7.of.15)
chr3	122877983	122878179	intron.(NR_028444,.intron.14.of.15)
chr3	123086287	123086538	intron.(NM_183357,.intron.1.of.20)
chr3	123241077	123243101	intron.(NM_198402,.intron.4.of.6)
chr3	123413464	123413771	intron.(NM_053026,.intron.17.of.32)
chr3	123452569	123452814	exon.(NM_053028,.exon.10.of.32)
chr3	123671369	123673566	intron.(NM_022757,.intron.4.of.11)
chr3	123677879	123678100	intron.(NM_022757,.intron.1.of.11)
chr3	123678326	123678547	intron.(NM_022757,.intron.1.of.11)
chr3	123751552	123751951	Intergenic
chr3	124093786	124095691	intron.(NM_001024660,.intron.10.of.59)
chr3	124168638	124169900	intron.(NM_001024660,.intron.21.of.59)
chr3	124186690	124188197	intron.(NM_001024660,.intron.25.of.59)
chr3	124770697	124770876	intron.(NM_020733,.intron.1.of.16)
chr3	124771329	124771487	intron.(NM_020733,.intron.1.of.16)
chr3	124803921	124804266	intron.(NM_024628,.intron.13.of.13)
chr3	124826283	124827067	exon.(NM_001195483,.exon.9.of.13)
chr3	124835554	124835729	intron.(NM_024628,.intron.8.of.13)
chr3	124918896	124920924	intron.(NM_024628,.intron.2.of.13)
chr3	124930294	124932550	intron.(NM_024628,.intron.1.of.13)
chr3	125028540	125030939	intron.(NM_021964,.intron.4.of.8)
chr3	125067734	125068109	intron.(NM_021964,.intron.1.of.8)
chr3	125068393	125069023	intron.(NM_021964,.intron.1.of.8)
chr3	125069846	125070063	intron.(NM_021964,.intron.1.of.8)
chr3	125351565	125351858	Intergenic
chr3	125905794	125907687	intron.(NR_046383,.intron.1.of.1)
chr3	125915213	125918571	intron.(NR_046383,.intron.1.of.1)
chr3	126005611	126007430	Intergenic
chr3	126012191	126012527	Intergenic
chr3	126072768	126078232	intron.(NM_014079,.intron.1.of.2)
chr3	126080621	126080830	Intergenic
chr3	126118593	126118931	intron.(NM_182628,.intron.2.of.16)
chr3	126632266	126632708	intron.(NM_032343,.intron.5.of.7)
chr3	126690571	126691589	Intergenic
chr3	126761580	126761750	Intergenic
chr3	127319468	127319711	intron.(NR_073375,.intron.2.of.15)
chr3	127322000	127324018	intron.(NR_073375,.intron.2.of.15)
chr3	127457387	127457583	intron.(NM_001003794,.intron.3.of.7)
chr3	127467948	127471042	intron.(NM_001003794,.intron.3.of.7)
chr3	127472693	127474338	intron.(NM_001003794,.intron.3.of.7)
chr3	127479754	127482063	intron.(NM_001003794,.intron.3.of.7)
chr3	127541607	127541845	promoter-TSS.(NM_007283)
chr3	127554786	127556219	Intergenic
chr3	127792360	127792545	Intergenic
chr3	127896794	127898265	intron.(NM_021937,.intron.1.of.6)
chr3	127935856	127937811	intron.(NM_021937,.intron.1.of.6)
chr3	128393164	128393920	Intergenic
chr3	128521947	128524115	intron.(NM_004637,.intron.3.of.5)
chr3	128524124	128524392	intron.(NM_004637,.intron.3.of.5)
chr3	128654429	128654625	Intergenic
chr3	128746102	128746543	intron.(NM_024768,.intron.2.of.7)
chr3	128771560	128780679	Intergenic
chr3	128815698	128815895	intron.(NM_001204890,.intron.11.of.12)
chr3	128830155	128832005	intron.(NM_001204890,.intron.11.of.12)
chr3	128954596	128954900	Intergenic
chr3	129014621	129015169	intron.(NM_001006109,.intron.4.of.6)
chr3	129020122	129039319	Intergenic
chr3	129041351	129044679	intron.(NR_026991,.intron.4.of.4)
chr3	129053698	129055304	Intergenic
chr3	129278182	129278507	intron.(NM_015103,.intron.32.of.35)
chr3	129294673	129297815	intron.(NM_015103,.intron.9.of.35)
chr3	129325318	129325489	exon.(NM_015103,.exon.1.of.36)
chr3	129564387	129564765	intron.(NM_001128224,.intron.1.of.5)
chr3	129645261	129646891	Intergenic
chr3	129829220	129832136	promoter-TSS.(NR_024252)
chr3	129986469	129988127	non-coding.(NR_027898,.exon.23.of.23)
chr3	130433810	130434367	intron.(NM_014602,.intron.9.of.19)
chr3	130447136	130447341	intron.(NM_014602,.intron.6.of.19)
chr3	130849979	130850553	intron.(NM_145910,.intron.5.of.14)
chr3	130850572	130851255	intron.(NM_145910,.intron.5.of.14)
chr3	131079634	131081647	promoter-TSS.(NR_027766)
chr3	131203922	131204995	intron.(NM_007208,.intron.6.of.9)
chr3	132164305	132165472	intron.(NM_015268,.intron.2.of.55)
chr3	132166139	132168962	intron.(NM_015268,.intron.5.of.55)
chr3	132261853	132262259	Intergenic
chr3	132266672	132270895	Intergenic
chr3	132600835	132600948	Intergenic
chr3	132841579	132844721	promoter-TSS.(NM_001282865)
chr3	132845783	132847294	intron.(NM_001282865,.intron.1.of.3)
chr3	132853591	132859581	intron.(NM_001282865,.intron.1.of.3)
chr3	132974874	132976665	intron.(NR_110812,.intron.1.of.2)
chr3	132994637	132997318	intron.(NM_001282865,.intron.2.of.3)
chr3	133113444	133114866	intron.(NM_023943,.intron.5.of.5)
chr3	133141184	133146607	intron.(NM_003571,.intron.1.of.6)
chr3	133155450	133158104	intron.(NM_003571,.intron.1.of.6)
chr3	133219299	133220642	Intergenic
chr3	133265478	133267545	Intergenic
chr3	133311248	133312984	Intergenic
chr3	133664602	133666440	intron.(NM_005630,.intron.9.of.13)
chr3	133825372	133825629	Intergenic
chr3	133942252	133944120	intron.(NM_001005861,.intron.1.of.14)
chr3	133967771	133970759	intron.(NM_001005861,.intron.1.of.14)
chr3	134149691	134150295	Intergenic
chr3	134150354	134151018	Intergenic
chr3	134325193	134325507	intron.(NM_178554,.intron.10.of.10)
chr3	134521392	134521676	intron.(NM_004441,.intron.1.of.15)
chr3	134558810	134559041	intron.(NM_004441,.intron.1.of.15)
chr3	134592694	134593009	intron.(NM_004441,.intron.1.of.15)
chr3	134737890	134738066	intron.(NM_004441,.intron.3.of.15)
chr3	134784480	134787470	intron.(NM_004441,.intron.3.of.15)
chr3	134869151	134869510	intron.(NM_004441,.intron.5.of.15)
chr3	135232849	135233465	Intergenic
chr3	135440922	135441083	Intergenic
chr3	135797642	135798704	intron.(NM_181897,.intron.6.of.12)
chr3	135898322	135898836	intron.(NM_018133,.intron.1.of.1)
chr3	136420880	136421028	intron.(NM_005862,.intron.1.of.33)
chr3	136463567	136463787	intron.(NM_005862,.intron.1.of.33)
chr3	136537087	136539206	5'.UTR.(NM_001097599,.exon.1.of.2)
chr3	136586343	136586536	intron.(NM_001291999,.intron.1.of.3)
chr3	136615355	136615783	intron.(NM_001291999,.intron.1.of.3)
chr3	136615875	136616207	intron.(NM_001291999,.intron.1.of.3)
chr3	136616653	136616991	intron.(NM_001291999,.intron.1.of.3)
chr3	136731036	136731249	Intergenic
chr3	137689972	137690125	Intergenic
chr3	138066086	138068380	promoter-TSS.(NM_001252093)
chr3	138129015	138129480	Intergenic
chr3	138250208	138250732	intron.(NM_001288964,.intron.8.of.17)
chr3	138315740	138317419	Intergenic
chr3	138485527	138486631	Intergenic
chr3	138492395	138495011	Intergenic
chr3	138509753	138510257	Intergenic
chr3	138920929	138921432	Intergenic
chr3	138970204	138970817	Intergenic
chr3	139062173	139064292	intron.(NM_020191,.intron.1.of.7)
chr3	139086250	139086523	intron.(NR_023350,.intron.13.of.21)
chr3	139251987	139254096	intron.(NM_001130992,.intron.2.of.2)
chr3	140230549	140230815	intron.(NM_022131,.intron.8.of.16)
chr3	140500491	140501378	Intergenic
chr3	140551426	140551653	Intergenic
chr3	141020849	141023863	Intergenic
chr3	141078678	141082511	intron.(NM_001080412,.intron.1.of.7)
chr3	141114542	141150050	intron.(NM_001080412,.intron.7.of.7)
chr3	141152106	141154053	intron.(NM_001080412,.intron.7.of.7)
chr3	141154479	141176358	3'.UTR.(NM_001080412,.exon.8.of.8)
chr3	141189508	141191315	Intergenic
chr3	141194684	141195044	Intergenic
chr3	141243608	141244349	intron.(NM_001303245,.intron.3.of.23)
chr3	141257760	141258456	intron.(NM_001303245,.intron.4.of.23)
chr3	141263182	141264458	intron.(NM_001303245,.intron.5.of.23)
chr3	141514832	141517019	intron.(NM_139209,.intron.2.of.3)
chr3	141638767	141639924	intron.(NM_001679,.intron.5.of.6)
chr3	141639945	141641035	intron.(NM_001679,.intron.5.of.6)
chr3	141641545	141641792	intron.(NM_001679,.intron.6.of.6)
chr3	142037773	142038068	intron.(NM_001282857,.intron.37.of.40)
chr3	142151570	142153090	intron.(NM_001282857,.intron.1.of.40)
chr3	142209992	142210422	intron.(NM_001184,.intron.35.of.46)
chr3	142650365	142651811	intron.(NR_038455,.intron.1.of.4)
chr3	142681766	142683463	promoter-TSS.(NR_125393)
chr3	142798909	142799146	Intergenic
chr3	142799238	142804557	Intergenic
chr3	142837001	142843109	exon.(NM_004267,.exon.2.of.2)
chr3	142843439	142843617	TTS.(NM_004267)
chr3	142843877	142844157	Intergenic
chr3	142882106	142886423	Intergenic
chr3	142888690	142893710	Intergenic
chr3	142894318	142896016	Intergenic
chr3	142896043	142903339	Intergenic
chr3	142926015	142926720	Intergenic
chr3	143012256	143015382	intron.(NM_173653,.intron.14.of.15)
chr3	143201838	143202246	intron.(NM_173653,.intron.11.of.15)
chr3	143203719	143204906	intron.(NM_173653,.intron.11.of.15)
chr3	143248044	143248427	intron.(NM_173653,.intron.9.of.15)
chr3	143254325	143256942	intron.(NM_173653,.intron.9.of.15)
chr3	143300161	143301343	intron.(NM_173653,.intron.6.of.15)
chr3	143301482	143301871	intron.(NM_173653,.intron.6.of.15)
chr3	143303704	143305942	intron.(NM_173653,.intron.6.of.15)
chr3	143306003	143306773	intron.(NM_173653,.intron.6.of.15)
chr3	143323378	143325359	intron.(NM_173653,.intron.6.of.15)
chr3	143392597	143393725	intron.(NM_173653,.intron.5.of.15)
chr3	143975082	143976064	Intergenic
chr3	144975865	144976269	Intergenic
chr3	145808024	145808809	intron.(NM_000935,.intron.8.of.18)
chr3	147330939	147332977	Intergenic
chr3	147430573	147431484	Intergenic
chr3	147618414	147618633	Intergenic
chr3	147663414	147664926	Intergenic
chr3	147802197	147803727	Intergenic
chr3	148014918	148017954	Intergenic
chr3	148230402	148231332	Intergenic
chr3	148556140	148560772	intron.(NM_001871,.intron.3.of.10)
chr3	148640307	148642027	Intergenic
chr3	148813525	148813820	intron.(NR_046648,.intron.1.of.2)
chr3	149160625	149161481	Intergenic
chr3	149297132	149297393	intron.(NM_015472,.intron.2.of.6)
chr3	149418444	149420274	intron.(NM_001168278,.intron.1.of.7)
chr3	149434361	149435749	Intergenic
chr3	149525555	149527185	Intergenic
chr3	149635184	149635366	intron.(NM_007282,.intron.8.of.10)
chr3	149682290	149682578	TTS.(NM_053024)
chr3	149687188	149690392	promoter-TSS.(NM_053024)
chr3	149739755	149742602	Intergenic
chr3	149811599	149813292	Intergenic
chr3	149814949	149815174	Intergenic
chr3	149841548	149842466	Intergenic
chr3	149933124	149935244	Intergenic
chr3	150102214	150102523	Intergenic
chr3	150102837	150103012	Intergenic
chr3	150353081	150353236	Intergenic
chr3	150397349	150400481	intron.(NM_001308234,.intron.7.of.13)
chr3	150420391	150423241	promoter-TSS.(NM_152394)
chr3	150647577	150649713	intron.(NM_001256819,.intron.3.of.3)
chr3	150673759	150675483	intron.(NR_046380,.intron.1.of.4)
chr3	150677715	150680595	intron.(NR_046380,.intron.1.of.4)
chr3	150719991	150722229	intron.(NR_024066,.intron.1.of.5)
chr3	150816036	150816238	intron.(NM_053002,.intron.1.of.42)
chr3	150981661	150988789	intron.(NM_014879,.intron.1.of.2)
chr3	151105490	151106081	exon.(NM_053002,.exon.35.of.43)
chr3	151256946	151257079	Intergenic
chr3	151613899	151614175	intron.(NR_110202,.intron.1.of.3)
chr3	152044802	152058947	intron.(NM_021038,.intron.2.of.9)
chr3	152068810	152069256	intron.(NM_001314057,.intron.2.of.11)
chr3	152149742	152149966	intron.(NM_207295,.intron.2.of.7)
chr3	152179575	152179760	intron.(NM_021038,.intron.9.of.9)
chr3	152181171	152181382	3'.UTR.(NM_207294,.exon.7.of.7)
chr3	152187268	152191666	Intergenic
chr3	152274428	152276082	Intergenic
chr3	152313220	152315101	Intergenic
chr3	152478959	152480819	Intergenic
chr3	152845554	152845824	Intergenic
chr3	152855021	152857760	Intergenic
chr3	153006933	153007160	Intergenic
chr3	153007536	153007731	Intergenic
chr3	153036585	153039121	Intergenic
chr3	153116230	153120248	Intergenic
chr3	153160018	153162460	Intergenic
chr3	153178269	153179371	Intergenic
chr3	153180212	153184391	Intergenic
chr3	153200381	153204244	promoter-TSS.(NM_001101337)
chr3	153212565	153213761	intron.(NM_001101337,.intron.2.of.2)
chr3	153223838	153224518	Intergenic
chr3	153293930	153296545	Intergenic
chr3	153336354	153340851	Intergenic
chr3	153358000	153359837	Intergenic
chr3	153360176	153362276	Intergenic
chr3	153397032	153398597	Intergenic
chr3	153432932	153433123	Intergenic
chr3	153489270	153489500	Intergenic
chr3	153700329	153701366	Intergenic
chr3	153796493	153796893	intron.(NR_037901,.intron.2.of.3)
chr3	153838858	153839063	promoter-TSS.(NM_015595)
chr3	154228759	154229223	Intergenic
chr3	154828871	154832115	intron.(NM_007288,.intron.3.of.22)
chr3	154842329	154843809	intron.(NM_007288,.intron.8.of.22)
chr3	155042509	155044545	Intergenic
chr3	156286523	156288231	Intergenic
chr3	156307523	156308907	Intergenic
chr3	156338498	156338821	Intergenic
chr3	156343050	156345146	Intergenic
chr3	156345730	156346064	Intergenic
chr3	156351811	156354571	Intergenic
chr3	156530431	156531149	promoter-TSS.(NR_003284)
chr3	156549261	156555165	intron.(NM_001004316,.intron.2.of.12)
chr3	156691542	156692623	intron.(NM_001004316,.intron.6.of.12)
chr3	156763685	156765121	TTS.(NM_001004316)
chr3	156839611	156840610	intron.(NR_034007,.intron.1.of.3)
chr3	156845233	156850343	Intergenic
chr3	156943709	156943952	Intergenic
chr3	157012217	157012803	intron.(NM_001167911,.intron.10.of.12)
chr3	157015764	157016146	intron.(NM_001167911,.intron.10.of.12)
chr3	157027571	157029173	intron.(NM_001167911,.intron.10.of.12)
chr3	157665309	157668514	Intergenic
chr3	157824561	157825612	Intergenic
chr3	158120412	158121538	intron.(NM_016625,.intron.6.of.9)
chr3	158441521	158441732	intron.(NM_002888,.intron.1.of.3)
chr3	158462002	158462338	Intergenic
chr3	158580393	158582237	Intergenic
chr3	159115931	159116157	intron.(NM_001197108,.intron.1.of.6)
chr3	159605534	159605668	exon.(NM_001197108,.exon.4.of.7)
chr3	159695443	159697525	intron.(NR_108088,.intron.9.of.9)
chr3	160112804	160114054	intron.(NM_001190241,.intron.1.of.20)
chr3	160787776	160788709	3'.UTR.(NM_139245,.exon.4.of.4)
chr3	160822864	160823160	promoter-TSS.(NM_033169)
chr3	161258580	161258816	Intergenic
chr3	161835738	161836263	Intergenic
chr3	162315094	162317315	Intergenic
chr3	162497017	162498779	Intergenic
chr3	163660734	163661761	Intergenic
chr3	164078806	164079041	Intergenic
chr3	164178454	164178912	Intergenic
chr3	164617267	164617428	Intergenic
chr3	165072208	165072705	intron.(NR_125764,.intron.1.of.5)
chr3	165072764	165073003	intron.(NR_125764,.intron.1.of.5)
chr3	165287190	165287395	Intergenic
chr3	165290280	165290632	Intergenic
chr3	165443268	165443436	Intergenic
chr3	165523464	165524459	intron.(NM_000055,.intron.2.of.3)
chr3	165553827	165554158	intron.(NM_000055,.intron.1.of.3)
chr3	166189510	166189979	Intergenic
chr3	166477426	166478725	Intergenic
chr3	166794970	166797037	Intergenic
chr3	166822869	166825776	Intergenic
chr3	166838671	166839009	Intergenic
chr3	166846929	166847667	Intergenic
chr3	166920031	166921949	Intergenic
chr3	166976466	166977651	intron.(NM_001199202,.intron.19.of.20)
chr3	167561456	167561613	Intergenic
chr3	167604489	167604697	Intergenic
chr3	167802844	167803829	intron.(NM_001308155,.intron.1.of.14)
chr3	169013372	169013749	intron.(NM_001205194,.intron.1.of.15)
chr3	169116261	169118039	intron.(NM_004991,.intron.1.of.16)
chr3	169148552	169148836	intron.(NM_004991,.intron.1.of.16)
chr3	169486672	169487989	5'.UTR.(NM_032487,.exon.1.of.2)
